País;UF;Mês;Chegadas
Holanda;Acre;Dezembro;0
Hungria;Acre;Janeiro;0
Hungria;Acre;Fevereiro;0
Hungria;Acre;Março;0
Hungria;Acre;Abril;0
Hungria;Acre;Maio;0
Hungria;Acre;Junho;0
Hungria;Acre;Julho;0
Hungria;Acre;Agosto;0
Hungria;Acre;Setembro;0
Hungria;Acre;Outubro;0
Hungria;Acre;Novembro;0
Hungria;Acre;Dezembro;0
Irlanda;Acre;Janeiro;0
Irlanda;Acre;Fevereiro;0
Irlanda;Acre;Março;0
Irlanda;Acre;Abril;0
Irlanda;Acre;Maio;0
Irlanda;Acre;Junho;0
Irlanda;Acre;Julho;0
Irlanda;Acre;Agosto;0
Irlanda;Acre;Setembro;0
Irlanda;Acre;Outubro;0
Irlanda;Acre;Novembro;0
Irlanda;Acre;Dezembro;0
Itália;Acre;Janeiro;0
Itália;Acre;Fevereiro;0
Itália;Acre;Março;0
Itália;Acre;Abril;0
Itália;Acre;Maio;0
Itália;Acre;Junho;0
Itália;Acre;Julho;0
Itália;Acre;Agosto;0
Itália;Acre;Setembro;0
Itália;Acre;Outubro;0
Itália;Acre;Novembro;0
Itália;Acre;Dezembro;0
Letônia;Acre;Janeiro;0
Letônia;Acre;Fevereiro;0
Letônia;Acre;Março;0
Letônia;Acre;Abril;0
Letônia;Acre;Maio;0
Letônia;Acre;Junho;0
Letônia;Acre;Julho;0
Letônia;Acre;Agosto;0
Letônia;Acre;Setembro;0
Letônia;Acre;Outubro;0
Letônia;Acre;Novembro;0
Letônia;Acre;Dezembro;0
Lituânia;Acre;Janeiro;0
Lituânia;Acre;Fevereiro;0
Lituânia;Acre;Março;0
Lituânia;Acre;Abril;0
Lituânia;Acre;Maio;0
Lituânia;Acre;Junho;0
Lituânia;Acre;Julho;0
Lituânia;Acre;Agosto;0
Lituânia;Acre;Setembro;0
Lituânia;Acre;Outubro;0
Lituânia;Acre;Novembro;0
Lituânia;Acre;Dezembro;0
Luxemburgo;Acre;Janeiro;0
Luxemburgo;Acre;Fevereiro;0
Luxemburgo;Acre;Março;0
Luxemburgo;Acre;Abril;0
Luxemburgo;Acre;Maio;0
Luxemburgo;Acre;Junho;0
Luxemburgo;Acre;Julho;0
Luxemburgo;Acre;Agosto;0
Luxemburgo;Acre;Setembro;0
Luxemburgo;Acre;Outubro;0
Luxemburgo;Acre;Novembro;0
Luxemburgo;Acre;Dezembro;0
Noruega;Acre;Janeiro;0
Noruega;Acre;Fevereiro;0
Noruega;Acre;Março;0
Noruega;Acre;Abril;0
Noruega;Acre;Maio;0
Noruega;Acre;Junho;0
Noruega;Acre;Julho;0
Noruega;Acre;Agosto;0
Noruega;Acre;Setembro;0
Noruega;Acre;Outubro;0
Noruega;Acre;Novembro;0
Noruega;Acre;Dezembro;0
Outros países;Acre;Janeiro;0
Outros países;Acre;Fevereiro;0
Outros países;Acre;Março;0
Outros países;Acre;Abril;0
Outros países;Acre;Maio;0
Outros países;Acre;Junho;0
Outros países;Acre;Julho;0
Outros países;Acre;Agosto;0
Outros países;Acre;Setembro;0
Outros países;Acre;Outubro;0
Outros países;Acre;Novembro;0
Outros países;Acre;Dezembro;0
Polônia;Acre;Janeiro;0
Polônia;Acre;Fevereiro;0
Polônia;Acre;Março;0
Polônia;Acre;Abril;0
Polônia;Acre;Maio;0
Polônia;Acre;Junho;0
Polônia;Acre;Julho;0
Polônia;Acre;Agosto;0
Polônia;Acre;Setembro;0
Polônia;Acre;Outubro;0
Polônia;Acre;Novembro;0
Polônia;Acre;Dezembro;0
Portugal;Acre;Janeiro;0
Portugal;Acre;Fevereiro;0
Portugal;Acre;Março;0
Portugal;Acre;Abril;0
Portugal;Acre;Maio;0
Portugal;Acre;Junho;0
Portugal;Acre;Julho;0
Portugal;Acre;Agosto;0
Portugal;Acre;Setembro;0
Portugal;Acre;Outubro;0
Portugal;Acre;Novembro;0
Portugal;Acre;Dezembro;0
Reino Unido;Acre;Janeiro;0
Reino Unido;Acre;Fevereiro;0
Reino Unido;Acre;Março;0
Reino Unido;Acre;Abril;0
Reino Unido;Acre;Maio;0
Reino Unido;Acre;Junho;0
Reino Unido;Acre;Julho;0
Reino Unido;Acre;Agosto;0
Reino Unido;Acre;Setembro;0
Reino Unido;Acre;Outubro;0
Reino Unido;Acre;Novembro;0
Reino Unido;Acre;Dezembro;0
República Tcheca;Acre;Janeiro;0
República Tcheca;Acre;Fevereiro;0
República Tcheca;Acre;Março;0
República Tcheca;Acre;Abril;0
República Tcheca;Acre;Maio;0
República Tcheca;Acre;Junho;0
República Tcheca;Acre;Julho;0
República Tcheca;Acre;Agosto;0
República Tcheca;Acre;Setembro;0
República Tcheca;Acre;Outubro;0
República Tcheca;Acre;Novembro;0
República Tcheca;Acre;Dezembro;0
Romênia;Acre;Janeiro;0
Romênia;Acre;Fevereiro;0
Romênia;Acre;Março;0
Romênia;Acre;Abril;0
Romênia;Acre;Maio;0
Romênia;Acre;Junho;0
Romênia;Acre;Julho;0
Romênia;Acre;Agosto;0
Romênia;Acre;Setembro;0
Romênia;Acre;Outubro;0
Romênia;Acre;Novembro;0
Romênia;Acre;Dezembro;0
Rússia;Acre;Janeiro;0
Rússia;Acre;Fevereiro;0
Rússia;Acre;Março;0
Rússia;Acre;Abril;0
Rússia;Acre;Maio;0
Rússia;Acre;Junho;0
Rússia;Acre;Julho;0
Rússia;Acre;Agosto;0
Rússia;Acre;Setembro;0
Rússia;Acre;Outubro;0
Rússia;Acre;Novembro;0
Rússia;Acre;Dezembro;0
Sérvia;Acre;Janeiro;0
Sérvia;Acre;Fevereiro;0
Sérvia;Acre;Março;0
Sérvia;Acre;Abril;0
Sérvia;Acre;Maio;0
Sérvia;Acre;Junho;0
Sérvia;Acre;Julho;0
Sérvia;Acre;Agosto;0
Sérvia;Acre;Setembro;0
Sérvia;Acre;Outubro;0
Sérvia;Acre;Novembro;0
Sérvia;Acre;Dezembro;0
Suécia;Acre;Janeiro;0
Suécia;Acre;Fevereiro;0
Suécia;Acre;Março;0
Suécia;Acre;Abril;0
Suécia;Acre;Maio;0
Suécia;Acre;Junho;0
Suécia;Acre;Julho;0
Suécia;Acre;Agosto;0
Suécia;Acre;Setembro;0
Suécia;Acre;Outubro;0
Suécia;Acre;Novembro;0
Suécia;Acre;Dezembro;0
Suíça;Acre;Janeiro;0
Suíça;Acre;Fevereiro;0
Suíça;Acre;Março;0
Suíça;Acre;Abril;0
Suíça;Acre;Maio;0
Suíça;Acre;Junho;0
Suíça;Acre;Julho;0
Suíça;Acre;Agosto;0
Suíça;Acre;Setembro;0
Suíça;Acre;Outubro;0
Suíça;Acre;Novembro;0
Suíça;Acre;Dezembro;0
Turquia;Acre;Janeiro;0
Turquia;Acre;Fevereiro;0
Turquia;Acre;Março;0
Turquia;Acre;Abril;0
Turquia;Acre;Maio;0
Turquia;Acre;Junho;0
Turquia;Acre;Julho;0
Turquia;Acre;Agosto;0
Turquia;Acre;Setembro;0
Turquia;Acre;Outubro;0
Turquia;Acre;Novembro;0
Turquia;Acre;Dezembro;0
Ucrânia;Acre;Janeiro;0
Ucrânia;Acre;Fevereiro;0
Ucrânia;Acre;Março;0
Ucrânia;Acre;Abril;0
Ucrânia;Acre;Maio;0
Ucrânia;Acre;Junho;0
Ucrânia;Acre;Julho;0
Ucrânia;Acre;Agosto;0
Ucrânia;Acre;Setembro;0
Ucrânia;Acre;Outubro;0
Ucrânia;Acre;Novembro;0
Ucrânia;Acre;Dezembro;0
Austrália;Acre;Janeiro;0
Austrália;Acre;Fevereiro;0
Austrália;Acre;Março;0
Austrália;Acre;Abril;0
Austrália;Acre;Maio;0
Austrália;Acre;Junho;0
Austrália;Acre;Julho;0
Austrália;Acre;Agosto;0
Austrália;Acre;Setembro;0
Austrália;Acre;Outubro;0
Austrália;Acre;Novembro;0
Austrália;Acre;Dezembro;0
Nova Zelândia;Acre;Janeiro;0
Nova Zelândia;Acre;Fevereiro;0
Nova Zelândia;Acre;Março;0
Nova Zelândia;Acre;Abril;0
Nova Zelândia;Acre;Maio;0
Nova Zelândia;Acre;Junho;0
Nova Zelândia;Acre;Julho;0
Nova Zelândia;Acre;Agosto;0
Nova Zelândia;Acre;Setembro;0
Nova Zelândia;Acre;Outubro;0
Nova Zelândia;Acre;Novembro;0
Nova Zelândia;Acre;Dezembro;0
Outros países;Acre;Janeiro;0
Outros países;Acre;Fevereiro;0
Outros países;Acre;Março;0
Outros países;Acre;Abril;0
Outros países;Acre;Maio;0
Outros países;Acre;Junho;0
Outros países;Acre;Julho;0
Outros países;Acre;Agosto;0
Outros países;Acre;Setembro;0
Outros países;Acre;Outubro;0
Outros países;Acre;Novembro;0
Outros países;Acre;Dezembro;0
África do Sul;Acre;Janeiro;0
África do Sul;Acre;Fevereiro;0
África do Sul;Acre;Março;0
África do Sul;Acre;Abril;0
África do Sul;Acre;Maio;0
África do Sul;Acre;Junho;0
África do Sul;Acre;Julho;0
África do Sul;Acre;Agosto;0
África do Sul;Acre;Setembro;0
África do Sul;Acre;Outubro;0
África do Sul;Acre;Novembro;0
África do Sul;Acre;Dezembro;0
Angola;Acre;Janeiro;0
Angola;Acre;Fevereiro;0
Angola;Acre;Março;0
Angola;Acre;Abril;0
Angola;Acre;Maio;0
Angola;Acre;Junho;0
Angola;Acre;Julho;0
Angola;Acre;Agosto;0
Angola;Acre;Setembro;0
Angola;Acre;Outubro;0
Angola;Acre;Novembro;0
Angola;Acre;Dezembro;0
Cabo Verde;Acre;Janeiro;0
Cabo Verde;Acre;Fevereiro;0
Cabo Verde;Acre;Março;0
Cabo Verde;Acre;Abril;0
Cabo Verde;Acre;Maio;0
Cabo Verde;Acre;Junho;0
Cabo Verde;Acre;Julho;0
Cabo Verde;Acre;Agosto;0
Cabo Verde;Acre;Setembro;0
Cabo Verde;Acre;Outubro;0
Cabo Verde;Acre;Novembro;0
Cabo Verde;Acre;Dezembro;0
Egito;Acre;Janeiro;0
Egito;Acre;Fevereiro;0
Egito;Acre;Março;0
Egito;Acre;Abril;0
Egito;Acre;Maio;0
Egito;Acre;Junho;0
Egito;Acre;Julho;0
Egito;Acre;Agosto;0
Egito;Acre;Setembro;0
Egito;Acre;Outubro;0
Egito;Acre;Novembro;0
Egito;Acre;Dezembro;0
Gana;Acre;Janeiro;0
Gana;Acre;Fevereiro;0
Gana;Acre;Março;0
Gana;Acre;Abril;0
Gana;Acre;Maio;0
Gana;Acre;Junho;0
Gana;Acre;Julho;0
Gana;Acre;Agosto;0
Gana;Acre;Setembro;0
Gana;Acre;Outubro;0
Gana;Acre;Novembro;0
Gana;Acre;Dezembro;0
Marrocos;Acre;Janeiro;0
Marrocos;Acre;Fevereiro;0
Marrocos;Acre;Março;0
Marrocos;Acre;Abril;0
Marrocos;Acre;Maio;0
Marrocos;Acre;Junho;0
Marrocos;Acre;Julho;0
Marrocos;Acre;Agosto;0
Marrocos;Acre;Setembro;0
Marrocos;Acre;Outubro;0
Marrocos;Acre;Novembro;0
Marrocos;Acre;Dezembro;0
Moçambique;Acre;Janeiro;0
Moçambique;Acre;Fevereiro;0
Moçambique;Acre;Março;0
Moçambique;Acre;Abril;0
Moçambique;Acre;Maio;0
Moçambique;Acre;Junho;0
Moçambique;Acre;Julho;0
Moçambique;Acre;Agosto;0
Moçambique;Acre;Setembro;0
Moçambique;Acre;Outubro;0
Moçambique;Acre;Novembro;0
Moçambique;Acre;Dezembro;0
Nigéria;Acre;Janeiro;0
Nigéria;Acre;Fevereiro;0
Nigéria;Acre;Março;0
Nigéria;Acre;Abril;0
Nigéria;Acre;Maio;0
Nigéria;Acre;Junho;0
Nigéria;Acre;Julho;0
Nigéria;Acre;Agosto;0
Nigéria;Acre;Setembro;0
Nigéria;Acre;Outubro;0
Nigéria;Acre;Novembro;0
Nigéria;Acre;Dezembro;0
Outros países;Acre;Janeiro;0
Outros países;Acre;Fevereiro;0
Outros países;Acre;Março;0
Outros países;Acre;Abril;0
Outros países;Acre;Maio;0
Outros países;Acre;Junho;0
Outros países;Acre;Julho;0
Outros países;Acre;Agosto;0
Outros países;Acre;Setembro;0
Outros países;Acre;Outubro;0
Outros países;Acre;Novembro;0
Outros países;Acre;Dezembro;0
Quênia;Acre;Janeiro;0
Quênia;Acre;Fevereiro;0
Quênia;Acre;Março;0
Quênia;Acre;Abril;0
Quênia;Acre;Maio;0
Quênia;Acre;Junho;0
Quênia;Acre;Julho;0
Quênia;Acre;Agosto;0
Quênia;Acre;Setembro;0
Quênia;Acre;Outubro;0
Quênia;Acre;Novembro;0
Quênia;Acre;Dezembro;0
Tunísia;Acre;Janeiro;0
Tunísia;Acre;Fevereiro;0
Tunísia;Acre;Março;0
Tunísia;Acre;Abril;0
Tunísia;Acre;Maio;0
Tunísia;Acre;Junho;0
Tunísia;Acre;Julho;0
Tunísia;Acre;Agosto;0
Tunísia;Acre;Setembro;0
Tunísia;Acre;Outubro;0
Tunísia;Acre;Novembro;0
Tunísia;Acre;Dezembro;0
Costa Rica;Acre;Janeiro;0
Costa Rica;Acre;Fevereiro;0
Costa Rica;Acre;Março;0
Costa Rica;Acre;Abril;0
Costa Rica;Acre;Maio;0
Costa Rica;Acre;Junho;0
Costa Rica;Acre;Julho;0
Costa Rica;Acre;Agosto;0
Costa Rica;Acre;Setembro;0
Costa Rica;Acre;Outubro;0
Costa Rica;Acre;Novembro;0
Costa Rica;Acre;Dezembro;0
Cuba;Acre;Janeiro;0
Cuba;Acre;Fevereiro;0
Cuba;Acre;Março;0
Cuba;Acre;Abril;0
Cuba;Acre;Maio;0
Cuba;Acre;Junho;0
Cuba;Acre;Julho;0
Cuba;Acre;Agosto;0
Cuba;Acre;Setembro;0
Cuba;Acre;Outubro;0
Cuba;Acre;Novembro;0
Cuba;Acre;Dezembro;0
El Salvador;Acre;Janeiro;0
El Salvador;Acre;Fevereiro;0
El Salvador;Acre;Março;0
El Salvador;Acre;Abril;0
El Salvador;Acre;Maio;0
El Salvador;Acre;Junho;0
El Salvador;Acre;Julho;0
El Salvador;Acre;Agosto;0
El Salvador;Acre;Setembro;0
El Salvador;Acre;Outubro;0
El Salvador;Acre;Novembro;0
El Salvador;Acre;Dezembro;0
Guatemala;Acre;Janeiro;0
Guatemala;Acre;Fevereiro;0
Guatemala;Acre;Março;0
Guatemala;Acre;Abril;0
Guatemala;Acre;Maio;0
Guatemala;Acre;Junho;0
Guatemala;Acre;Julho;0
Guatemala;Acre;Agosto;0
Guatemala;Acre;Setembro;0
Guatemala;Acre;Outubro;0
Guatemala;Acre;Novembro;0
Guatemala;Acre;Dezembro;0
Haiti;Acre;Janeiro;0
Haiti;Acre;Fevereiro;0
Haiti;Acre;Março;0
Haiti;Acre;Abril;0
Haiti;Acre;Maio;0
Haiti;Acre;Junho;0
Haiti;Acre;Julho;0
Haiti;Acre;Agosto;0
Haiti;Acre;Setembro;0
Haiti;Acre;Outubro;0
Haiti;Acre;Novembro;0
Haiti;Acre;Dezembro;0
Honduras;Acre;Janeiro;0
Honduras;Acre;Fevereiro;0
Honduras;Acre;Março;0
Honduras;Acre;Abril;0
Honduras;Acre;Maio;0
Honduras;Acre;Junho;0
Honduras;Acre;Julho;0
Honduras;Acre;Agosto;0
Honduras;Acre;Setembro;0
Honduras;Acre;Outubro;0
Honduras;Acre;Novembro;0
Honduras;Acre;Dezembro;0
Nicarágua;Acre;Janeiro;0
Nicarágua;Acre;Fevereiro;0
Nicarágua;Acre;Março;0
Nicarágua;Acre;Abril;0
Nicarágua;Acre;Maio;0
Nicarágua;Acre;Junho;0
Nicarágua;Acre;Julho;0
Nicarágua;Acre;Agosto;0
Nicarágua;Acre;Setembro;0
Nicarágua;Acre;Outubro;0
Nicarágua;Acre;Novembro;0
Nicarágua;Acre;Dezembro;0
Outros países;Acre;Janeiro;0
Outros países;Acre;Fevereiro;0
Outros países;Acre;Março;0
Outros países;Acre;Abril;0
Outros países;Acre;Maio;0
Outros países;Acre;Junho;0
Outros países;Acre;Julho;0
Outros países;Acre;Agosto;0
Outros países;Acre;Setembro;0
Outros países;Acre;Outubro;0
Outros países;Acre;Novembro;0
Outros países;Acre;Dezembro;0
Panamá;Acre;Janeiro;0
Panamá;Acre;Fevereiro;0
Panamá;Acre;Março;0
Panamá;Acre;Abril;0
Panamá;Acre;Maio;0
Panamá;Acre;Junho;0
Panamá;Acre;Julho;0
Panamá;Acre;Agosto;0
Panamá;Acre;Setembro;0
Panamá;Acre;Outubro;0
Panamá;Acre;Novembro;0
Panamá;Acre;Dezembro;0
República Dominicana;Acre;Janeiro;0
República Dominicana;Acre;Fevereiro;0
República Dominicana;Acre;Março;0
República Dominicana;Acre;Abril;0
República Dominicana;Acre;Maio;0
República Dominicana;Acre;Junho;0
República Dominicana;Acre;Julho;0
República Dominicana;Acre;Agosto;0
República Dominicana;Acre;Setembro;0
República Dominicana;Acre;Outubro;0
República Dominicana;Acre;Novembro;0
República Dominicana;Acre;Dezembro;0
Trinidad e Tobago;Acre;Janeiro;0
Trinidad e Tobago;Acre;Fevereiro;0
Trinidad e Tobago;Acre;Março;0
Trinidad e Tobago;Acre;Abril;0
Trinidad e Tobago;Acre;Maio;0
Trinidad e Tobago;Acre;Junho;0
Trinidad e Tobago;Acre;Julho;0
Trinidad e Tobago;Acre;Agosto;0
Trinidad e Tobago;Acre;Setembro;0
Trinidad e Tobago;Acre;Outubro;0
Trinidad e Tobago;Acre;Novembro;0
Trinidad e Tobago;Acre;Dezembro;0
Canadá;Acre;Janeiro;0
Canadá;Acre;Fevereiro;0
Canadá;Acre;Março;0
Canadá;Acre;Abril;0
Canadá;Acre;Maio;0
Canadá;Acre;Junho;0
Canadá;Acre;Julho;0
Canadá;Acre;Agosto;0
Canadá;Acre;Setembro;0
Canadá;Acre;Outubro;0
Canadá;Acre;Novembro;0
Canadá;Acre;Dezembro;0
Estados Unidos;Acre;Janeiro;0
Estados Unidos;Acre;Fevereiro;0
Estados Unidos;Acre;Março;0
Estados Unidos;Acre;Abril;0
Estados Unidos;Acre;Maio;0
Estados Unidos;Acre;Junho;0
Estados Unidos;Acre;Julho;0
Estados Unidos;Acre;Agosto;0
Estados Unidos;Acre;Setembro;0
Estados Unidos;Acre;Outubro;0
Estados Unidos;Acre;Novembro;0
Estados Unidos;Acre;Dezembro;0
México;Acre;Janeiro;0
México;Acre;Fevereiro;0
México;Acre;Março;0
México;Acre;Abril;0
México;Acre;Maio;0
México;Acre;Junho;0
México;Acre;Julho;0
México;Acre;Agosto;0
México;Acre;Setembro;0
México;Acre;Outubro;0
México;Acre;Novembro;0
México;Acre;Dezembro;0
Argentina;Acre;Janeiro;0
Argentina;Acre;Fevereiro;0
Argentina;Acre;Março;0
Argentina;Acre;Abril;0
Argentina;Acre;Maio;0
Argentina;Acre;Junho;0
Argentina;Acre;Julho;0
Argentina;Acre;Agosto;0
Argentina;Acre;Setembro;0
Argentina;Acre;Outubro;0
Argentina;Acre;Novembro;0
Argentina;Acre;Dezembro;0
Bolívia;Acre;Janeiro;0
Bolívia;Acre;Fevereiro;0
Bolívia;Acre;Março;0
Bolívia;Acre;Abril;0
Bolívia;Acre;Maio;0
Bolívia;Acre;Junho;0
Bolívia;Acre;Julho;0
Bolívia;Acre;Agosto;0
Bolívia;Acre;Setembro;0
Bolívia;Acre;Outubro;0
Bolívia;Acre;Novembro;0
Bolívia;Acre;Dezembro;0
Chile;Acre;Janeiro;1
Chile;Acre;Fevereiro;0
Chile;Acre;Março;0
Chile;Acre;Abril;0
Chile;Acre;Maio;0
Chile;Acre;Junho;0
Chile;Acre;Julho;0
Chile;Acre;Agosto;0
Chile;Acre;Setembro;0
Chile;Acre;Outubro;0
Chile;Acre;Novembro;0
Chile;Acre;Dezembro;0
Colômbia;Acre;Janeiro;0
Colômbia;Acre;Fevereiro;0
Colômbia;Acre;Março;0
Colômbia;Acre;Abril;0
Colômbia;Acre;Maio;0
Colômbia;Acre;Junho;0
Colômbia;Acre;Julho;0
Colômbia;Acre;Agosto;0
Colômbia;Acre;Setembro;0
Colômbia;Acre;Outubro;0
Colômbia;Acre;Novembro;0
Colômbia;Acre;Dezembro;0
Equador;Acre;Janeiro;0
Equador;Acre;Fevereiro;0
Equador;Acre;Março;0
Equador;Acre;Abril;0
Equador;Acre;Maio;0
Equador;Acre;Junho;0
Equador;Acre;Julho;0
Equador;Acre;Agosto;0
Equador;Acre;Setembro;0
Equador;Acre;Outubro;0
Equador;Acre;Novembro;0
Equador;Acre;Dezembro;0
Guiana;Acre;Janeiro;0
Guiana;Acre;Fevereiro;0
Guiana;Acre;Março;0
Guiana;Acre;Abril;0
Guiana;Acre;Maio;0
Guiana;Acre;Junho;0
Guiana;Acre;Julho;0
Guiana;Acre;Agosto;0
Guiana;Acre;Setembro;0
Guiana;Acre;Outubro;0
Guiana;Acre;Novembro;0
Guiana;Acre;Dezembro;0
Guiana Francesa;Acre;Janeiro;0
Guiana Francesa;Acre;Fevereiro;0
Guiana Francesa;Acre;Março;0
Guiana Francesa;Acre;Abril;0
Guiana Francesa;Acre;Maio;0
Guiana Francesa;Acre;Junho;0
Guiana Francesa;Acre;Julho;0
Guiana Francesa;Acre;Agosto;0
Guiana Francesa;Acre;Setembro;0
Guiana Francesa;Acre;Outubro;0
Guiana Francesa;Acre;Novembro;0
Guiana Francesa;Acre;Dezembro;0
Paraguai;Acre;Janeiro;0
Paraguai;Acre;Fevereiro;0
Paraguai;Acre;Março;0
Paraguai;Acre;Abril;0
Paraguai;Acre;Maio;0
Paraguai;Acre;Junho;0
Paraguai;Acre;Julho;0
Paraguai;Acre;Agosto;0
Paraguai;Acre;Setembro;0
Paraguai;Acre;Outubro;0
Paraguai;Acre;Novembro;0
Paraguai;Acre;Dezembro;0
Peru;Acre;Janeiro;8
Peru;Acre;Fevereiro;2
Peru;Acre;Março;6
Peru;Acre;Abril;7
Peru;Acre;Maio;6
Peru;Acre;Junho;5
Peru;Acre;Julho;0
Peru;Acre;Agosto;3
Peru;Acre;Setembro;2
Peru;Acre;Outubro;11
Peru;Acre;Novembro;4
Peru;Acre;Dezembro;4
Suriname;Acre;Janeiro;0
Suriname;Acre;Fevereiro;0
Suriname;Acre;Março;0
Suriname;Acre;Abril;0
Suriname;Acre;Maio;0
Suriname;Acre;Junho;0
Suriname;Acre;Julho;0
Suriname;Acre;Agosto;0
Suriname;Acre;Setembro;0
Suriname;Acre;Outubro;0
Suriname;Acre;Novembro;0
Suriname;Acre;Dezembro;0
Uruguai;Acre;Janeiro;0
Uruguai;Acre;Fevereiro;0
Uruguai;Acre;Março;0
Uruguai;Acre;Abril;0
Uruguai;Acre;Maio;0
Uruguai;Acre;Junho;0
Uruguai;Acre;Julho;0
Uruguai;Acre;Agosto;0
Uruguai;Acre;Setembro;0
Uruguai;Acre;Outubro;0
Uruguai;Acre;Novembro;0
Uruguai;Acre;Dezembro;0
Venezuela;Acre;Janeiro;0
Venezuela;Acre;Fevereiro;0
Venezuela;Acre;Março;0
Venezuela;Acre;Abril;0
Venezuela;Acre;Maio;0
Venezuela;Acre;Junho;0
Venezuela;Acre;Julho;0
Venezuela;Acre;Agosto;0
Venezuela;Acre;Setembro;0
Venezuela;Acre;Outubro;0
Venezuela;Acre;Novembro;0
Venezuela;Acre;Dezembro;0
Arábia Saudita;Acre;Janeiro;0
Arábia Saudita;Acre;Fevereiro;0
Arábia Saudita;Acre;Março;0
Arábia Saudita;Acre;Abril;0
Arábia Saudita;Acre;Maio;0
Arábia Saudita;Acre;Junho;0
Arábia Saudita;Acre;Julho;0
Arábia Saudita;Acre;Agosto;0
Arábia Saudita;Acre;Setembro;0
Arábia Saudita;Acre;Outubro;0
Arábia Saudita;Acre;Novembro;0
Arábia Saudita;Acre;Dezembro;0
Bangladesh;Acre;Janeiro;0
Bangladesh;Acre;Fevereiro;0
Bangladesh;Acre;Março;0
Bangladesh;Acre;Abril;0
Bangladesh;Acre;Maio;0
Bangladesh;Acre;Junho;0
Bangladesh;Acre;Julho;0
Bangladesh;Acre;Agosto;0
Bangladesh;Acre;Setembro;0
Bangladesh;Acre;Outubro;0
Bangladesh;Acre;Novembro;0
Bangladesh;Acre;Dezembro;0
China;Acre;Janeiro;0
China;Acre;Fevereiro;0
China;Acre;Março;0
China;Acre;Abril;0
China;Acre;Maio;0
China;Acre;Junho;0
China;Acre;Julho;0
China;Acre;Agosto;0
China;Acre;Setembro;0
China;Acre;Outubro;0
China;Acre;Novembro;0
China;Acre;Dezembro;0
Hong Kong;Acre;Janeiro;0
Hong Kong;Acre;Fevereiro;0
Hong Kong;Acre;Março;0
Hong Kong;Acre;Abril;0
Hong Kong;Acre;Maio;0
Hong Kong;Acre;Junho;0
Hong Kong;Acre;Julho;0
Hong Kong;Acre;Agosto;0
Hong Kong;Acre;Setembro;0
Hong Kong;Acre;Outubro;0
Hong Kong;Acre;Novembro;0
Hong Kong;Acre;Dezembro;0
Cingapura;Acre;Janeiro;0
Cingapura;Acre;Fevereiro;0
Cingapura;Acre;Março;0
Cingapura;Acre;Abril;0
Cingapura;Acre;Maio;0
Cingapura;Acre;Junho;0
Cingapura;Acre;Julho;0
Cingapura;Acre;Agosto;0
Cingapura;Acre;Setembro;0
Cingapura;Acre;Outubro;0
Cingapura;Acre;Novembro;0
Cingapura;Acre;Dezembro;0
Filipinas;Acre;Janeiro;0
Filipinas;Acre;Fevereiro;0
Filipinas;Acre;Março;0
Filipinas;Acre;Abril;0
Filipinas;Acre;Maio;0
Filipinas;Acre;Junho;0
Filipinas;Acre;Julho;0
Filipinas;Acre;Agosto;0
Filipinas;Acre;Setembro;0
Filipinas;Acre;Outubro;0
Filipinas;Acre;Novembro;0
Filipinas;Acre;Dezembro;0
Índia;Acre;Janeiro;0
Índia;Acre;Fevereiro;0
Índia;Acre;Março;0
Índia;Acre;Abril;0
Índia;Acre;Maio;0
Índia;Acre;Junho;0
Índia;Acre;Julho;0
Índia;Acre;Agosto;0
Índia;Acre;Setembro;0
Índia;Acre;Outubro;0
Índia;Acre;Novembro;0
Índia;Acre;Dezembro;0
Indonésia;Acre;Janeiro;0
Indonésia;Acre;Fevereiro;0
Indonésia;Acre;Março;0
Indonésia;Acre;Abril;0
Indonésia;Acre;Maio;0
Indonésia;Acre;Junho;0
Indonésia;Acre;Julho;0
Indonésia;Acre;Agosto;0
Indonésia;Acre;Setembro;0
Indonésia;Acre;Outubro;0
Indonésia;Acre;Novembro;0
Indonésia;Acre;Dezembro;0
Irã;Acre;Janeiro;0
Irã;Acre;Fevereiro;0
Irã;Acre;Março;0
Irã;Acre;Abril;0
Irã;Acre;Maio;0
Irã;Acre;Junho;0
Irã;Acre;Julho;0
Irã;Acre;Agosto;0
Irã;Acre;Setembro;0
Irã;Acre;Outubro;0
Irã;Acre;Novembro;0
Irã;Acre;Dezembro;0
Israel;Acre;Janeiro;0
Israel;Acre;Fevereiro;0
Israel;Acre;Março;0
Israel;Acre;Abril;0
Israel;Acre;Maio;0
Israel;Acre;Junho;0
Israel;Acre;Julho;0
Israel;Acre;Agosto;0
Israel;Acre;Setembro;0
Israel;Acre;Outubro;0
Israel;Acre;Novembro;0
Israel;Acre;Dezembro;0
Japão;Acre;Janeiro;0
Japão;Acre;Fevereiro;0
Japão;Acre;Março;0
Japão;Acre;Abril;0
Japão;Acre;Maio;0
Japão;Acre;Junho;0
Japão;Acre;Julho;0
Japão;Acre;Agosto;0
Japão;Acre;Setembro;0
Japão;Acre;Outubro;0
Japão;Acre;Novembro;0
Japão;Acre;Dezembro;0
Líbano;Acre;Janeiro;0
Líbano;Acre;Fevereiro;0
Líbano;Acre;Março;0
Líbano;Acre;Abril;0
Líbano;Acre;Maio;0
Líbano;Acre;Junho;0
Líbano;Acre;Julho;0
Líbano;Acre;Agosto;0
